Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
Ppp2ca	Axin1	9920888	"psi-mi:""MI:0463""(biogrid)"
Ppp2ca	Ern2	23942232	"psi-mi:""MI:0463""(biogrid)"
Ppp2ca	Nme2	17163575	MI:0974(innatedb)
Ppp2ca	Sars	17163575	MI:0974(innatedb)
Ppp2ca	Actg1	17163575	MI:0974(innatedb)
Ppp2ca	Hnrnpa2b1	16170352	"psi-mi:""MI:0463""(biogrid)"
Ppp2ca	Kctd20	24156551	"psi-mi:""MI:0463""(biogrid)"
Ppp2ca	Hdac4	22466704	"psi-mi:""MI:0463""(biogrid)"
Ppp2ca	Epha5	17163575	MI:0974(innatedb)
Ppp2cb	Vcp	20100830	"psi-mi:""MI:0463""(biogrid)"
Ppp2cb	Ppp2cb	20100830	"psi-mi:""MI:0463""(biogrid)"
Ppp2cb	Ppp2r2a	24390425	"psi-mi:""MI:0463""(biogrid)"
Ppp2cb	Ppp2r1a	24390425|20100830	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Ppp2r1a	Psma2	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Mid1	MINT-8289633|19818709	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp2r1a	Psmb1	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psma5	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psma7	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psmb3	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psmb7	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Ptpra	12952889	"psi-mi:""MI:0463""(biogrid)"
Ppp2r1a	Ikbkb	15102471	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psma4	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psma1	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Unc5b	21172653	"psi-mi:""MI:0463""(biogrid)"
Ppp2r1a	Psma3	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Ppp2r2a	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psmb10	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psmb2	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Ppp2ca	MINT-8289633|19818709|16857963	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psma6	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psmb8	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psmb4	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psmb5	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psmb9	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Csnk2b	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Psmb6	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1a	Prkaca	16857963	"psi-mi:""MI:0469""(IntAct)"
Ppp2r1b	Unc5b	21172653|21172653	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Ppp2r2a	Fbxl16	24390425	"psi-mi:""MI:0463""(biogrid)"
Ppp2r2b	Arrb2	16051150	"psi-mi:""MI:0463""(biogrid)"
Ppp2r3a	Inppl1	19825976	"psi-mi:""MI:0463""(biogrid)"
Ppp2r3a	Ppp2r1a	19825976	"psi-mi:""MI:0463""(biogrid)"
Ppp2r3a	Ppp2ca	19825976	"psi-mi:""MI:0463""(biogrid)"
Ppp2r4	Ppp2ca	23063725	MI:0974(innatedb)
Ppp2r5a	Desi1	22370726|22370726	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp2r5c	Ccng2	12167164	MI:0465(dip)
Ppp2r5d	Cacnb4	22892567|22892567	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp2r5d	Hist1h4h	22892567|22892567	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp2r5d	Ppp2cb	22892567|22892567	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp2r5e	Dzip1	21878643|MINT-8287248	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp3ca	Gabrb2	12574411	"psi-mi:""MI:0463""(biogrid)"
Ppp3ca	Gabra1	12574411	"psi-mi:""MI:0463""(biogrid)"
Ppp3ca	Gabrg2	12574411	"psi-mi:""MI:0463""(biogrid)"
Ppp3cb	Btk	15102471	"psi-mi:""MI:0469""(IntAct)"
Ppp3cb	Ppp3r1	MINT-8220191|16648474	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp3cb	Map3k5	MINT-8220191|16648474	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp3r1	Rcan1	15102471	"psi-mi:""MI:0469""(IntAct)"
Ppp3r1	Map3k5	MINT-8220191|16648474	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ppp4c	Ppp4r4	18715871	"psi-mi:""MI:0469""(IntAct)"
Ppp4c	Tbk1	26363053	MI:0974(innatedb)
Ppp5c	Hsp90b1	19265198	MI:0974(innatedb)
Ppp5c	Ppp2ca	MINT-8286810|11504734	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Pprc1	Gab1	15102471	"psi-mi:""MI:0469""(IntAct)"
Ppt1	Pdpk1	15102471	"psi-mi:""MI:0469""(IntAct)"
Prame	Rara	16179254	"psi-mi:""MI:0463""(biogrid)"
Prc1	Sirpa	15102471	"psi-mi:""MI:0469""(IntAct)"
Prc1	Pla2g4a	15102471	"psi-mi:""MI:0469""(IntAct)"
Prdm1	Ets1	17977828	"psi-mi:""MI:0463""(biogrid)"
Prdm1	Ikbkb	21156282	"psi-mi:""MI:0463""(biogrid)"
Prdm1	Prdm1	22851713	"psi-mi:""MI:0463""(biogrid)"
Prdm16	Med1	25644604	MI:0974(innatedb)
Prdm16	Ppargc1b	17618855	MI:0974(innatedb)
Prdm16	Ctbp1	24196706	MI:0465(dip)
Prdm16	Pparg	22863012	"psi-mi:""MI:0469""(IntAct)"
Prdm16	Ehmt2	24196706	MI:0465(dip)
Prdm16	Ehmt1	24196706	MI:0465(dip)
Prdm16	Ppargc1a	17618855	MI:0974(innatedb)
Prdm8	Epm2a	22961547	"psi-mi:""MI:0463""(biogrid)"
Prdx1	Prdx1	21516123	"psi-mi:""MI:1262""(I2D)"
Prdx1	Ube3a	24295341	"psi-mi:""MI:0463""(biogrid)"
Prdx3	Prdx3	11591653|11591653	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prdx5	Sufu	14611647	MI:0974(innatedb)
Prdx6	Gstp1	23164639	"psi-mi:""MI:0469""(IntAct)"
Prdx6	Pla2g4a	15102471	"psi-mi:""MI:0469""(IntAct)"
Prdx6	Ncf2	23401562	"psi-mi:""MI:0469""(IntAct)"
Prdx6	Ncoa3	14611647	"psi-mi:""MI:0469""(IntAct)"
Prdx6	Sufu	14611647	"psi-mi:""MI:0469""(IntAct)"
Preb	Ssbp4	20211142	"psi-mi:""MI:0463""(biogrid)"
Preb	Trip13	20211142	"psi-mi:""MI:0463""(biogrid)"
Prex1	Abi1	15102471	"psi-mi:""MI:0469""(IntAct)"
Prf1	Prf1	21037563	MI:0465(dip)
Prg2	Trim67	22337885	MI:0974(innatedb)
Prickle1	Dvl1	19788910	"psi-mi:""MI:0463""(biogrid)"
Prickle2	Dvl1	19788910	"psi-mi:""MI:0463""(biogrid)"
Prim1	Pola1	10523676	"psi-mi:""MI:0469""(IntAct)"
Prim1	Prim2	10523676	"psi-mi:""MI:0469""(IntAct)"
Prim1	Pola2	10523676	"psi-mi:""MI:0469""(IntAct)"
Prkaa1	Prkab1	18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Prkaa1	Rc3h1	26496200	"psi-mi:""MI:0463""(biogrid)"
Prkaa1	Prkag1	18480843|18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Prkaa1	Cidea	18480843|18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Prkaa1	Ascl4	23159612	"psi-mi:""MI:0463""(biogrid)"
Prkaa1	Prkab1	18480843	"psi-mi:""MI:0471""(MINT)"
Prkaa2	Map3k7	20615388	"psi-mi:""MI:0463""(biogrid)"
Prkab1	Cidea	18480843|18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Prkab1	Prkaa1	18480843|18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Prkab1	Cox4i1	18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkab1	Prkag1	18480843|18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Prkab1	P4hb	18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkaca	Eif4ebp2	8939971	"psi-mi:""MI:0463""(biogrid)"
Prkaca	Prkar2b	24464040|26158466	"psi-mi:""MI:0469""(IntAct)|MI:0465(dip)"
Prkaca	Lrrk2	21390248	"psi-mi:""MI:0469""(IntAct)"
Prkaca	Pnpla2	22733971	"psi-mi:""MI:0463""(biogrid)"
Prkaca	Raf1	12801936	MI:0974(innatedb)
Prkaca	Fscb	17855365	"psi-mi:""MI:0463""(biogrid)"
Prkaca	Lasp1	15465019	"psi-mi:""MI:0463""(biogrid)"
Prkaca	Mybpc3	17075052	"psi-mi:""MI:0463""(biogrid)"
Prkaca	Src	11804588	"psi-mi:""MI:0463""(biogrid)"
Prkaca	Mbp	22496451	"psi-mi:""MI:0463""(biogrid)"
Prkaca	Ascl4	23159612	"psi-mi:""MI:0463""(biogrid)"
Prkaca	Sox9	15889150	"psi-mi:""MI:0463""(biogrid)"
Prkag1	Prkab1	18480843|18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Prkag1	Prkaa1	18480843|18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Prkag1	Cidea	18480843|18480843|18480843	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Prkar1a	Bcl2l11	21151042	"psi-mi:""MI:0471""(MINT)"
Prkar1a	Prkaca	16924114	MI:0465(dip)
Prkar2b	Lrrk2	24464040	"psi-mi:""MI:0469""(IntAct)"
Prkar2b	Prkaca	24464040	"psi-mi:""MI:0469""(IntAct)"
Prkca	Ldb3	10391924|10391924	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkca	Grb2	12881490|12881490	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkca	Clock	17347670	"psi-mi:""MI:0471""(MINT)"
Prkca	Pdlim2	20889505	"psi-mi:""MI:0463""(biogrid)"
Prkca	Clock	17347670	"psi-mi:""MI:0471""(MINT)"
Prkca	Itgb3	16014375	"psi-mi:""MI:0463""(biogrid)"
Prkca	Grm5	9242710	"psi-mi:""MI:0463""(biogrid)"
Prkcb	Itgb3	18840708	MI:0974(innatedb)
Prkcb	Rb1	11805327	"psi-mi:""MI:0463""(biogrid)"
Prkcb	Ldb3	10391924|10391924	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkcd	Tnfrsf1a	19150425	MI:0974(innatedb)
Prkcd	Scrib	18329370	"psi-mi:""MI:0469""(IntAct)"
Prkcd	Ldb3	10391924|10391924|10391924	"psi-mi:""MI:0471""(MINT)|MI:0974(innatedb)|psi-mi:""MI:0471""(MINT)"
Prkcd	Hspb1	15731106	"psi-mi:""MI:0463""(biogrid)"
Prkcd	Gja1	20338032	"psi-mi:""MI:0469""(IntAct)"
Prkcdbp	Per2	23079727|23079727	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkce	Des	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Akr1b1	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Actb	15251432|15251432	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkce	Capza2	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Ndufa4	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Pik3c2a	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Golga2	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Fbxw7	20815813	"psi-mi:""MI:0463""(biogrid)"
Prkce	Chchd3	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Mapkapk2	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Atp5a1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Tnnc1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Tmpo	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Idh3a	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hadhb	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Slc25a5	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Pik3r1	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Decr1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Ptk2b	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Map2k1	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Mapk3	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Racgap1	15251432|15251432	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkce	Cav3	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Capzb	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Actc1	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Nos3	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Vcl	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Tial1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Tufm	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Sdhb	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Ldb3	10391924|12169683	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0469""(IntAct)"
Prkce	Myh7	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Slc25a4	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Tnnt2	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Ldb3	10391924	"psi-mi:""MI:0471""(MINT)"
Prkce	Pdlim5	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Lck	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hnrnpdl	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Tpm1	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Pcdh12	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Phb	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Nos2	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Ywhab	18604201|18237277|MINT-8008518|MINT-8008225	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkce	Tnni3	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Myoz2	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hnrnpd	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Vim	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Mapk14	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Mapk8	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Rps18	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Rps19	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	C1qa	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Lmna	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hspb1	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Rps3	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Myl2	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hnrnpk	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Ap1b1	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hadha	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Vdac1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hspa1a	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Slc25a11	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Ptgs2	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Crip2	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Actn2	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hnrnpab	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hif1a	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Src	11139474|11834516	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Prkce	unknown	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Atp5b	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Tmod1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Stat3	17283176	MI:0974(innatedb)
Prkce	Pdhb	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Myh6	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Mapk9	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Gapdh	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Acot13	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Anxa2	15251432|15251432	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkce	Ckm	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hist1h1d	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Erk2	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hist1h4h	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Csrp3	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Gja1	20338032|11139474	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0469""(IntAct)"
Prkce	Akt1	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hmox1	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Cryab	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hnrnph1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hspa5	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hnrnpa2b1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Bmx	11139474	"psi-mi:""MI:0469""(IntAct)"
Prkce	Hspd1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Fhl2	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Eno1	12169683	"psi-mi:""MI:0469""(IntAct)"
Prkce	Tf	15251432|15251432	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkcg	Dact2	21718540	"psi-mi:""MI:0486""(UniProt)"
Prkcg	Ldb3	10391924|10391924	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkcg	Dact3	21718540	"psi-mi:""MI:0486""(UniProt)"
Prkci	Llgl1	12629547	MI:0974(innatedb)
Prkci	Frs2	10383403	"psi-mi:""MI:0463""(biogrid)"
Prkci	Map2k5	12813044	MI:0974(innatedb)
Prkci	Pard6a	12813044	MI:0974(innatedb)
Prkci	Pard3	9763423	MI:0974(innatedb)
Prkci	Prkci	22579248	MI:0465(dip)
Prkcq	Pik3r1	18227156	MI:0974(innatedb)
Prkcq	Ripk1	21282629	MI:0465(dip)
Prkcq	Vav1	18227156	MI:0974(innatedb)
Prkcq	Bcl10	18227156	MI:0974(innatedb)
Prkcq	Card11	18227156	MI:0974(innatedb)
Prkcq	Ikbkg	18227156	MI:0974(innatedb)
Prkcq	Cish	10727460|12618484|12618484	"MI:0974(innatedb)|MI:0974(innatedb)|psi-mi:""MI:0463""(biogrid)"
Prkcq	Map2k7	22411628	"psi-mi:""MI:0463""(biogrid)"
Prkcq	Ikbkb	18227156	MI:0974(innatedb)
Prkcq	Dtx1	25000980	"psi-mi:""MI:0463""(biogrid)"
Prkcq	Cblb	25000980	"psi-mi:""MI:0463""(biogrid)"
Prkcq	Nfix	20178747	"psi-mi:""MI:0469""(IntAct)"
Prkcq	Map2k4	22411628	"psi-mi:""MI:0463""(biogrid)"
Prkcq	Malt1	18227156	MI:0974(innatedb)
Prkcq	Tnfrsf4	21282629	MI:0465(dip)
Prkcsh	Prkcz	15707389	MI:0974(innatedb)
Prkcsh	D3Bwg0562e	22337885	MI:0974(innatedb)
Prkcsh	Trim9	22337885|22337885	"psi-mi:""MI:0463""(biogrid)|MI:0974(innatedb)"
Prkcsh	Trim67	22337885|22337885	"MI:0974(innatedb)|psi-mi:""MI:0463""(biogrid)"
Prkcsh	Lppr4	22337885	"psi-mi:""MI:0463""(biogrid)"
Prkcz	Jak1	15526032	"psi-mi:""MI:0463""(biogrid)"
Prkcz	Pard6a	16510873|14685273	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Prkcz	Ldb3	10391924	"psi-mi:""MI:0471""(MINT)"
Prkcz	Mbp	14685273	"psi-mi:""MI:0463""(biogrid)"
Prkcz	Ldb3	10391924	"psi-mi:""MI:0471""(MINT)"
Prkcz	Gsk3b	17053159|16510873	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0463""(biogrid)"
Prkcz	Pkm	14685273	"psi-mi:""MI:0463""(biogrid)"
Prkcz	Pard3	22975380|16510873	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Prkdc	Trp53	15792956	"psi-mi:""MI:0463""(biogrid)"
Prkdc	Vcp	23722536	"psi-mi:""MI:0463""(biogrid)"
Prkg1	Smad1	19424179|MINT-7289369	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkg1	Smad4	19424179|MINT-7289369	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkg1	Gtf2i	19424179|MINT-7289369	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkg1	Lasp1	15465019	"psi-mi:""MI:0463""(biogrid)"
Prkg1	Bmpr2	19424179|MINT-7289369	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prkg1	Ppp1r12a	18448676	MI:0465(dip)
Prkg1	Gkap1	10671526	"psi-mi:""MI:0463""(biogrid)"
Prl2c2	Prl2c2	2963825	"psi-mi:""MI:0463""(biogrid)"
Prl2c2	Gh	2963825	"psi-mi:""MI:0463""(biogrid)"
Prl2c2	Prl	2963825	"psi-mi:""MI:0463""(biogrid)"
Prlr	Agap2	20075866	"psi-mi:""MI:0463""(biogrid)"
Prlr	Stat5a	MINT-7722179|20075866|12388746	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Prmt1	Axin1	21242974|21242974	"psi-mi:""MI:1262""(I2D)|psi-mi:""MI:0463""(biogrid)"
Prmt1	Rbmxl1	19858291	"psi-mi:""MI:0463""(biogrid)"
Prmt1	Chtop	19858291|19858291	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Prmt1	Hnrnpu	19858291|19858291	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Prmt1	Alyref2	19858291	"psi-mi:""MI:0486""(UniProt)"
Prmt1	Txnip	25003952	"psi-mi:""MI:0469""(IntAct)"
Prmt1	Lsm14a	19858291|19858291	"psi-mi:""MI:0486""(UniProt)|psi-mi:""MI:0463""(biogrid)"
Prmt1	Rbmx	19858291	"psi-mi:""MI:0486""(UniProt)"
Prmt1	Smad6	17118358|17118358	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prmt1	Nop56	19858291|19858291	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0486""(UniProt)"
Prmt1	Meis1	26766589	"psi-mi:""MI:0469""(IntAct)"
Prmt1	Ybx3	19858291|19858291	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0486""(UniProt)"
Prmt1	Serbp1	19858291|19858291	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0486""(UniProt)"
Prmt2	Rb1	16616919|16616919	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0469""(IntAct)"
Prmt2	Nfkbia	16648481	"psi-mi:""MI:0463""(biogrid)"
Prmt5	Snrpc	17218272	"psi-mi:""MI:0463""(biogrid)"
Prmt5	Wdr77	20951943	"psi-mi:""MI:0469""(IntAct)"
Prmt5	Cdk4	20951943	"psi-mi:""MI:0469""(IntAct)"
Prmt5	Tcerg1	17218272	"psi-mi:""MI:0463""(biogrid)"
Prmt5	Jak3	19181385	MI:0974(innatedb)
Prmt5	Pabpc1	17218272	"psi-mi:""MI:0463""(biogrid)"
Prmt5	Jak1	19181385	MI:0974(innatedb)
Prmt5	Hnrnpd	17218272	"psi-mi:""MI:0463""(biogrid)"
Prmt5	Mcm3ap	19181385	MI:0974(innatedb)
Prmt5	Serbp1	17218272	"psi-mi:""MI:0463""(biogrid)"
Prmt5	Snrpb	17218272	"psi-mi:""MI:0463""(biogrid)"
Prmt5	Sf3b4	17218272	"psi-mi:""MI:0463""(biogrid)"
Prmt5	Myod1	17043109	"psi-mi:""MI:0463""(biogrid)"
Prmt5	Ccnd1	20951943	"psi-mi:""MI:0469""(IntAct)"
Prmt5	Chtop	19858291|19858291	"psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0486""(UniProt)"
Prmt5	Smarca4	20951943|17043109	"psi-mi:""MI:0469""(IntAct)|psi-mi:""MI:0463""(biogrid)"
Prmt5	Nr0b2	21262773	"psi-mi:""MI:0463""(biogrid)"
Prmt6	Mecp2	21497756	"psi-mi:""MI:0463""(biogrid)"
Prnd	Prnp	16766127	"psi-mi:""MI:0469""(IntAct)"
Prnp	Plp1	15146195	"psi-mi:""MI:0463""(biogrid)"
Prnp	Bcl2	8738158	MI:0465(dip)
Prnp	Grb2	15301538|MINT-7219199	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Prnp	Aplp2	15146195	"psi-mi:""MI:0463""(biogrid)"
Prnp	Igsf8	15146195	"psi-mi:""MI:0463""(biogrid)"
Prnp	Opcml	15146195	"psi-mi:""MI:0463""(biogrid)"
